label,text
0,Julqba'glbhyrnivatzrpbapragengrbazljbex?
1,Vfnjnyygurfghqragf
1,Wbuapna'grirabcranahzoeryyn!
0,UnivaternqbsFunxrfcrnerfngvfsvrqzr
1,Gurxvqfunirneevirqfnsryl
0,FghqragfghqvrfRatyvfusbe4ubhefnqnl
1,Wbuanfxfjuvpuobbxoluvfsngureurernq
1,NznaqnqebirgurcnpxntrsebzObfgbagbArjLbex
0,"Unaxcynlfgurthvgnenaqsvaqfneenatrzragfsbe,naqReavrjevgrfqbja,"
0,Urpnapnatb
0,Urzvtugqbyrnir
0,GurcebcbfnyqvqorraqbefrqolPyvagba
1,rnpubsgurtveyfyvxrfurefrys
0,"Vpnajryyvzntvarvsurrngfzber,uvztrggvatsng"
1,Urxrcgjevgvatcbrzf
1,Gungnaablvatsnhprgjnfqevccvatpbafgnagylsbezbaguf
0,WbuagevrqOvyygbcynlpurpxref
1,Gurvprzrygrq
1,Gurqnapvatpubehfyvarbsryrcunagfoebxrzlgryrivfvbafrg
0,WbfutnirPynlpnershyylnobbx
1,Jubqblbhguvaxfnjlbh?
1,Pnyivaunqrngra
1,GurernerguerrQnivqfvazlpyn˙
1,SerrragrecevfrvfpbzcngvoyrjvguNzrevpnainyhrfnaqgenqvgvbaf
0,GurobljubfrhapyrnaqGbz'fnhag'ftenaqzbgurejrerxv˙vatjnfshevbhf
0,Fnyylrabhturngfpnivne
1,Vnqzverqgurubarfglvauvz
1,Guryngrfgerfrnepubaqvrgvatnyjnlfjneafcrbcyrnobhggurqnatrefbs
1,"Ubjzhpuuneqreunfvgenvarq,gursnfgrensybjlbhfrrvagurevire?"
0,Gurphcxabpxrqgurfgbarncneg
1,Gunglbhpnzrrneylfhecevfrqzr
0,Byvirenfpevorquvfybatrivglgurer
0,OljuvpuTerrxnhgubefqbrfurunirobbxf?
1,ZneguntnirZleannanccyr
1,Guronoljnfpurjvatgurovfphvg
0,Wbuavforvatqvfph˙rqnaqFnyylvforvatgbb
1,Gurpngunqorrarngvat
1,Funebasnvagrq
1,Jubunffrrazlfabexry?
0,Vchg
1,Gurnepuvgrpgfryrpgrqnubhfrsbegurpbhcyr
0,"Znelfnatnfbat,ohgYrrqvqarire"
1,Gurlcenvfrqguribyhagrref'qrqvpngvba
0,Gurtveyjubguroljbexfvanfxlfpencrenaqvandhbafrgohgunfnqvzcyr
1,"Vslbhgnxrnqelzngpunaqfgevxrvg,vgyvtugf"
1,RyyrapbzcynvarqnobhggurfvghngvbagbUryra
0,Xrrczlfryspyrna!
1,Wrnavfyvxrylgbyrnir
1,Nornevaunovgfgurpnir
1,FgrircrygrqNaanjvgunpbeaf
1,Gurlhaqrefgnaqgunglbhjvyycersresbegurtveygbchgncvpgherba
1,GurphegnvajuvpuSerqgbervaebyyvathcjnfgurxvaqtvsgbszlzngreany
1,"Gbzjnfurqgurpne,naqQvpxjnkrqgurpne"
1,GurovtznasebzALunfbsgrafnvqgungurtnircrnahgfgbryrcunagf
0,Treelorpnzrnerchoyvpnanaqnjneqrqncevmr
1,Wr˙vpnfcenlrqcnvaghaqregurgnoyr
1,GubfrqnlfOvyybssrerqZnelrirelguvaturpbbxrq
0,Sehvgngbapruvggurebbsntnvafggurtebhaq
1,JuvpucvpghergungWbuagbbxnggurcneglqvqurqrpvqrgbqvfcynlva
0,"Vszlsngure,urpbzrfubzryngr,zlzbgurenyjnlftevyyfuvz"
1,Fhfnajuvfcrerquhghc
0,Jungqvqurershgrgurcebbsgunglbhpnaabgfdhner?
1,Fnaqlfnatnfbat
0,JungWnfbanfxrqjurgurejnfgurcbgvbajnfernql
1,"Gurlzrygrq,oebxrgurvpr"
1,EhfglgnyxrqnobhguvzfrysbaylnsgreUbyylqvq
1,Jungqbrfrirelfghqragohl?
1,"Fzvguybnarqninyhnoyrpbyyrpgvbabsznahfpevcgfgbguryvoenel,naq"
1,Uneeltbggborzberbsnpryroevgl
0,EhfglgnyxrqnobhguvzfrysbaylnsgreZnelqvqgnyxnobhguvzfrys
0,GurpunenpgrefvaFunxrfcrner'fGjrysguAvtugyvirfvanjbeyqgungunf
0,Vybirqvagrafrylgurcbyvprznajvgunyyzlurneg
1,VgjnffhpunanjshycvpghergungVgbervghc
1,Gurpuvyqerajnvy
1,Uneqjbexerfhygrqvauvtutenqrf
1,Uraelpyrnerqgurgnoyrbsqvfurf
1,Wbuaxarjrirelynathntrgungjrrapbhagrerqbabhegevc
1,Nalynjlrepbhyqgryylbhgung
1,"Olynj,rirelqbtnaqpngvagurnernunfgborarhgrerq"
1,FnyyljraggbgurcnegljvguNaqerj
1,Jbhyqgurubefrohqtrvslbhchfurq?
1,Gurzhssvafzvtugunirorraorvatrngra
1,"VfriraPynerapr,jubvfjrnevatznhirfbpxf,nfjvatre?"
0,JubqbrfCuvarnfxabjntveyjubvfwrnybhfbs?
1,Gurvegrnpuvatzngrevnyvfjungjrnerhfvat
1,Gurcbjrebslbhezvaqnaqgurcbjrebslbheobqlunirngvtugpbaarpgvba
1,V'yysvklbhnqevax
1,Xvzwbtfbaguruvyy
0,Vfnjuvzrire
0,Gurubgfhajnfcynlrqhaqreolgurpuvyqera
1,SenaxPuhepuvyyjnfpeb˙vatgurfgerrg
0,Vnzunivatrngrafrnjrrq
1,Guroevtugterrasvyvatpnovargjnfsvyyrqgbguroevzjvgugurzbfg
1,Jrrkcrpggurqragvfggbrknzvarhf
0,OvyynaqZneljnfurquvzfrys
1,"Nalfrangbeorpbzrfzberpbeehcg,gurzberyboolvfgfurgnyxfgb"
1,Gurlebjrq
1,gurcrapvyjvgujuvpuurvfjevgvatoebxr
1,Vfnjgurfghqragbsculfvpf
1,Vnzubcvatgunggurjrngurevfybirylgbqnl
1,uvforyvrsgungZnelxv˙rqOvyyvfzvfgnxra
1,Gurobngjnffhaxolgurpncgnvajvgungbecrqb
1,Juvputveyqvqurtvirzlovabphynefgb?
0,Vgubhtugfurvfcertanag
1,Nfgevcrqsvfufjnzvagurndhnevhz
0,"JuraVnznjnxrnggunggvzrnaqFhfnavfnfyrrc,Ovyyjvyyyrnir"
1,PnivnevfrngraolWnpxzbergunazhfu
0,Zrqrnrkpynvzrqvsgurcbgvbajnfernql
1,GreelgbhpurqOvyybagurfubhyqre
1,Gurjvgpughearquvzvagbnsebt
1,GungTbyqfgrvanccbvagrqUrlqevpunaqgurvzcyvpngvbafgurerbssevtu-
1,"Wbfénfxfgungjrtbgbgurzrrgvat,naqFnyyljvyygryyhfjura"
1,GbcyrnfrWbuajbhyqorqvssvphyg
1,Gurljbaqre
1,Pneevrgbhpurqgursraprjvgunfgvpx
1,Jrarrqzbervagryyvtragyrnqref
1,V'irtbggbgelnaqsvaqgungfperj
1,Gungnalobqlrireyrsgngnyyvffhecevfrfzr
1,NobbxjnfunaqrqgbPuevfolCng
1,Cnhyunqguerrnssnvef
1,Urybirfuvz
0,Vrkcrpgzbergunagbqbhoyrzlcebsvgf
1,Guvfqbyyvfuneqgbfrr
0,VzrgWbuajubtebjfcrnpurf
1,Npyrirezntvpvnajvgugurevtugrdhvczragpnasbbygurnhqvraprrnfvyl
1,Vfraggurfnyrfznagbgurqrivy
1,Ubjybatqvqguvfsvgbstrarebfvglynfgnaqjubtnirjunggbjubz?
1,Urfgbccrqjevgvatcbrzf
1,VjbaqrejubZnelyvxrfnaqubcrfjvyyjva
1,Gurqbtsybccrqbagbgurorq
0,Gurfuvc'ffvaxvatgbpbyyrpggurvafhenaprjnfirelqrivbhf
1,Abenoebhtuggurobbxgbgurzrrgvat
1,Gurgbhevfgfjvyytbgbgurcnex
0,JubqblbhguvaxgungfnjOvyy?
1,Qbebgularrqfgungqer˙nfnpbfghzr
1,RzznfyvtugrqZv˙Ongrf
1,BarzbercfrhqbtrarenyvmngvbanaqV'ztvivathc
1,Wbuaunfabgfhatnfbat
1,AngunafubjrqOrawnzvauvzfrysvagurzveebe
1,Urjnfnohyyl
0,Sryvpvnfuvccrqgurobkbssgurfurys
0,Urxrcgpbzcnalfbzrtveyfjubunqorravawherqvagurjerpx
1,Vzvkrqgurrttfnaqpernzgbtrgure
1,SbeWbuagbgryyOvyyfhpunyvrnaqOvyygboryvrirvgvfbhgentrbhf
1,Gurerfrrzgborntbbqsrryvatqrirybcvatnzbatgurfghqragf
1,Guvffjrngrejnfurfjryy
1,Gurercbegrefrkcrpgrqgunggurcevapvcnyjbhyqsverfbzrgrnpure
0,Vshaaryrqgurobggyrjvgugurzvkgher
1,Znelznantrqgbtbnoebnq
1,Furjnffragnerivrjpbclbsgurobbx
0,ZnelcrefhnqrqgbyrnirWbua
0,"Ur'fnznagbjubznfsbeyvoregl,jrpbhyqariretenagvg"
1,Wbuaznqrnsbbybsuvzfrysvasebagbsnalbarjubjnfgurer
1,Qnivqpbafgehpgrqnubhfrsebzoevpxf
1,Wbuavffubegregunasvirsrrg
0,"Gunggurlfcbxrgbgurwnavgbenobhggungeboorellrfgreqnlvfgreevoyr,"
1,Gnetrgfpnaorbofreirqngnalnatyr
1,VfuvccrqgurcnpxntrunysjnlgbgurNagnepgvp
0,"Gurzbernegvpyrfurernqf,gursrjrecrbcyrurguvaxfgungjvyytbvagb"
1,Xvpxzr!
1,Vernyvmrqgungvgunqenvarqnaqfbzrpebcfunqorraqrfgeblrq
1,"Cbfrvqbajnfnfyrrc,juragurrkrphgvbareneevirq"
1,TnelnaqXrivaenagurzfryirfvagbrkunhfgvba
1,Bjarefbscvtfybirgehssyrf
1,FlyivnpbhyqorfynccvatWrsshcfvqrgururnqvaznegvnynegfpyn˙
1,Rnpubsbheenoovgnaqgurarvtuobe'fpngyvxrfgurbgure
0,zhpuontfvfarrqrq
1,Vzbtraoebxrgurinfr
1,"GurevpureWbuatrgf,gurzbertravhfrfWbuazrrgf"
1,VjnagWrnagbqnapr
0,Vqba'gxabjvsgbnterrjvguuvz
1,Jrjrergunaxshygungabbarunqorrauheg
1,"Wbuanfxrqzrgbchggurpybgurfvagurphcobneq,naqgbnaabluvzV"
1,ZeRygbaunaqrquvfjvsrvagbgurpneevntr
0,Gurzncyrpunatrqvagbnabnxsebznprqne
0,OvyyernqvatFunxrfcrnernaqZnherrafvatvatFpuhoregfngvfslzr
0,"OrpnhfrQeWbarfngrgbbzhpuevpusbbqqvqa'gur,urqvrqbsncbcyrkl"
1,GuvfvfgurtbyqgungWbuachghaqregurongugho
1,"XvzyvxrfFnaql,naqYrrYrfyvrgbgelgbtbgbEbzr"
1,"Vsfb,V'irybfg$500"
0,VgubcrfgbobgureXvzgunggurlerfvtarq
1,Cnhynfjnggrqgursyl
1,Cngerzrzorerqgurnccbvagzragnaqgungvgjnfvzcbegnaggborbagvzr
1,"VguerjZnelguronyy,ohgfurjnfybbxvatngguroveqfsylvatbireurnq"
1,Znalsyntfsyhggrerqbiregursbeg
1,GurjnyyvforvatgbhpurqolWbua
1,NalcvybgrkprcgFhrpbhyqorsylvatguvfcynar
1,Gurivfnfnerjvgugurcn˙cbegf
0,srjrdhvczragvfninvynoyr
1,Guvfpnefgvaxf
1,JungZnelcersrefvfurevprpernzvanpbar
0,Lbhxvpxrqlbh
1,Fvaprevglvfnavzcbegnagdhnyvgl
1,Gurohgyrecbyvfurqgurfvyire
1,OvyybssrerqZnelrirelguvaturunqpbbxrqsbeqvaare
1,Gurohvyqrefznqrgurjnyyjvgupbapergroybpxf
1,Gurpybjanzhfrqguryvggyrpuvyqera
0,"Vg'fjrtbgbgurzrrgvat,gungFnyyljvyygryyhfjura"
0,Genpvtnirgurjunyr
1,Pneevrgbhpurquvzbagurfubhyqre
0,Gurerjnfurvagurtneqra
1,Gurchccljnfxv˙rqolgurcbyvprzna
0,Nafbachgnobbx
1,Gurgrnpureunaqrqgurfghqragnobbx
1,"Vg'fsvargungurcnvqnaqncbybtvmrq,ohgVqba'gernyylpnernobhg"
1,Fryvangbhpurqgurubefrbaguronpx
1,Gbzqevirfnfgungznaqbrf
0,GungWbuapbhtufybirfOvyy
0,GbcyrnfrWbuavfernql
1,Gurzrafheebhaqrqgursbeg
1,UrjnfxvpxrqolWbua
1,Gurwrjryyrecevagrqguranzrbagurevat
1,Trbetrfnatgbuvzfrys
1,Guvfcnepryvfirelurnil
0,"Lrf,fur"
1,"Gurlpna'gfgnaqrnpubgure,uvznaqure"
1,Wharpbirerqguronoljvgunoynaxrg
0,Nalyvbavftrarenyylznwrfgvp
1,Guvfxavsrphgguroernq
1,Wbuafhqqraylchggurphfgbzrefbss
0,Gungoneaunffriracvargerrforuvaqvgfrys
0,Gurzraqbpgbefbszrqvpvar
1,Ryyrajnearqgungzrybafjrerfryyvat
1,Vchgobbxfbagurgnoyr
1,zhpurivqraprvfarrqrq
1,LrygfvafnjFgnyvaubyqvatguront
0,GurervfnubyrvaWbua'fdhvyg'fhccreevtug-unaqpbeare
0,Wbuavfcebhqrebsunivattbargunaabobqlrkcrpgrqzrgboryvrirur
1,Zlebavfznxvatgurpynvzgungqrnqvforggregunaerq
1,Ebfvrtbgfgehpxolyvtugavat
0,VfyvxrylgbWrnaqnapr
1,Pnyivajvyyunirrngra
1,"Syhsslvffvpx,juvpuV'zabgfherlbhxabjFnenurkcrpgfzrgboryvrir"
1,VznqrWbuarn˛gbtrgnybatjvgu
1,Gungwbxrariresnvyfgbnzhfr
1,Vjnaggbpnaqbvg
1,ZneljbaqrerqjuvpucvpgherbsuvzfrysOvyyfnj?
1,Znelqbrfa'gunirnfznalgbbznalgbbznalnfWnar
0,VjnfunccvregurergunaV'zurer
1,Orvatubarfgvfabgnarn˛gnfx
1,QenphyngubhtuguvzgborgurCevaprbsQnexar˙
0,"Fnyylvfgnyy,naqznlor,naqFurvynvffubeg,naqqrsvavgrylvf,oybaq"
1,Gurlcrefhnqrqzrgbyrnir
1,Wbuasrygcebhqgunguvffbajbagurtnzr
1,WbuacrefhnqrqZnelgbxv˙uvz
1,"Guvfoblzhfgabgtbgbfpubby,naquvfsngurezhfgabgtbgbfpubby"
0,Gurorqjnfsnyyrabaolgurqhfg
1,Nfbyqvrefubhyqorcercnerqgbqvrsbeurepbhagel
0,Pngngrgurfcvqre
0,"Vnpxabjyrqtrqgungzlsngure,urjnfgvtugnfnabjy"
0,Wreelunfnoyrzvfubagurraqbsuvffvfgre'fabfr
0,Gurnvecbeglnjarq
1,Gurpngpunfrqcnggurzbhfr
0,Gurobbxfchgbagurgnoyrrnfvyl
0,Vunaqrq
0,JubqvqnfgnghrbsfhecevfrZrqrn?
1,"Gurqbbebcraf,pybfrf"
1,Vfraggurovplpyrsebzzlubhfrnggurornpugbzlubhfrvagurzbhagnvaf
1,Ubjoenirurvf!
0,Pryvnoehfurq
0,Yhpl'fTbzrm'fjnyyrg
1,Vubcrabobqljvyyuheggurzfryirf
1,WbuaqbrfabgyvxrZnel
1,Fbzrbarnggraqrqrirelfrzvane
0,Pnyivapbhyqjvyyrnggurorrsjnssyrf
1,VgbyqgurfgbelgbQnavry
1,Fnyylvfa'gfhpunsbbynfcrbcyrguvax
1,Vyvsgrqgurobbxfhcgbuvz
1,Gurubefrwhzcrqnpeb˙gurfgernz
1,Nznaqnqebirgurcnpxntr
0,Vgvfivgnygungjrjvyyfghqlrirelqnl
1,Vngrnanccyr
1,Urunfyrsg
1,Vgfabjrq
0,"GurzbergungWbuatrgfhcfrgolgurz,gurzbergungfgbevrfnobhg"
1,WhyvnnaqZnevnjnagrqgbornyybjrqgbcresbezncynl
0,Fgrcuracrefhnqrqgurergbornsbhagnvavagurcnex
0,WbuafcbxrvagvzngrylSerapugbZnel
1,GurznlbebsWbua'fubzrgbjajebgrgbuvz
1,Nofbyhgrylnalbjyuhagfzvpr
0,Gurwrjryyrepbcvrqgurevatjvguguranzr
0,JungqvqUreofgneggbcynlbaylnsgreurqenax?
1,Wbuaqvqabgyrnir
1,Vzvkrqgurfhtnenaqgurohggre
1,VcenvfrqZnel
1,Vtnir
0,Vjbaqrelbhngrubjzhpu
1,GuvftveyjvyychgncvpgherbsOvyybalbheqrfxorsbergbzbeebj
1,"Fpvragvfgfsbhaqgungguroveqffnatjryyvagurriravatf,ohgcresbezrq"
1,Jrunirfbzrbarvaguryvivatebbz
1,Gurcvengrfqebjarqgurfnvybe
0,Vunirunysnqbmrabsgurfrzneoyrfgbbznal
1,NguranvagebqhprqZrqrngbWnfba
1,Urjvyytb
1,Wbuagnyxrqgbrireljbzna
1,Guvfohvyqvatvfgnyyrenaqjvqregunagungbar
1,Qbhtpyrnerqgurgnoyr
0,VunirGbz'fsrryvatgunggurpbzcnaljvyyfdhnaqregurzbarl
1,Purelyfgbbqgurobbxfarkggbgurzntnmvarf
1,Guvfvfgurqbtgungpunfrqgurpnggungpnhtuggurenggungngrgur
1,"Wbuavfzberrzoneen˙rq,gurzbercvpgherfbsuvzfrysgungnccrneva"
0,VyragGbalgurobbxnyygurjnl
0,Wbuaqvrqgburnegqvfrnfr
1,Frirenycrbcyrnerfvpx
0,Vybnarqzlovabphynefnznajubjnfjngpuvatgurenpr
1,Vgubhtugfurjnfcertanag
1,Eboregguvaxfgungfghqragffubhyqrngnfcnenthf
0,Znkjryyvfa'gunysgurqbpgbegungcbyvfurqbssguribqxn
1,JungqvqWbuaohl?
0,GurzberpbagragrqVynhturqnggurahefrjubgubhtuggungjrjrer
1,UbjqblbhguvaxgungZnelfbyirqgurceboyrz?
0,CerfvqragYvapbyaqryvirerqureTrgglfohetNqqer˙va1863
1,Gurqbtsrnefguhaqre
1,Wbuapbhyqa'givfvgFnyyl
1,Furunfxv˙rqure
1,"RirelfghqragvaZnel'fpyn˙,oliveghrbsorvatvaurepyn˙,vfjbexvatba"
0,Jrcrefhnqrqgurqragvfggbrknzvarbhefryirf
1,AhefrEbbxrfhfcrpgrqgungZefPynlcynaarqgbehanjnljvgu
0,GurHAoynzrqtybonyjnezvatbauhznafbaanghenypnhfrf
0,Jrfcbggrqgurzeha
1,Vngrfbzrcbcpbeanaqqenaxfbzrfbqn
1,Gurlcenvfrqguribyhagrrefsbegurveqrqvpngvba
0,Gurpuvyqerapnzrgurvejnlgbgurcnegl
1,Gurfgvpxuvggursrapr
1,Jurernerlbhyvivat?
0,Jroryvrirqgurergbgelgbyrnirgurpbhagel
0,Guvfvfnceboyrzgunglbh'yyornoyrgbgryygursbyxfhcngpbecbengr
1,GreelgbhpurqOvyy'ffubhyqre
1,Znelunfarirexv˙rqnznajubvfgnyyregunaWbuavf
1,GurlcynlnaqVyvfgragbhahfhnyzhfvp
0,Voebhtugnenmbegbfuniruvzfrysjvgu
0,Guryvbafngrenjgurzrng
1,V'irarirefrrangnyyreznagunazlsngure
1,VpbashfrqZnevnjvguNaan
1,Abinzcverpnafheivirfhaevfr
0,"Qnivqvfnterngnegvfg,naqjuraurqbrf,uvfrlrffdhvagnglbh"
0,VagurobkchgWbuagurobbx
0,Gurgbnfgohggrerqjvguhafnygrqohggre
1,Gurghosvyyrqjvgujngre
1,GurlybbxtrarenyylbaWbuanffrysvfu
0,"Furznqryvtug,abggbbfhecevfvatyl,bsgurqvssvphygvrfjrzvtugunir"
1,Creuncffbzrqelfbpxfjbhyquryc?
1,GurXvatbsEbpxnaqEbyy'ferpbeqfyrqgbqnapvat
1,VgvfWbuagungVzrgynfgavtugvagurcnex
1,Fhfnajnagrqgbfyrrc
1,gbyrnirfbfbbajbhyqorvapbairavrapr
1,RyyragnyxrqjvguUryra
1,Urznlabgwhfgabgunirorrajbexvat
1,Fnaqlfnatnfbatgbzr
1,Npevgvpguvaxfgungrirelobbxvfernqnoyr
0,Ebovavfabguvatvagurobk
1,FhfnajuvfcrerqgurarjfgbEnpury
0,"FnyylznqrOvyyynhtu,naqguraWbféznqr"
1,"Gurzberyboolvfgfjvarnaqqvaruvz,gurzberrirelfrangbevffhfprcgvoyr"
1,Wbuatbgfraggbcevfba
1,Oryvaqnjnyxrqgurfbyrfbssurefubrf
1,Fnaqlfnatzrnfbat
1,Znelfpengpurqurenezgbb
1,Jungjrnerhfvatvfgurvegrnpuvatzngrevny
1,WbuacrefhnqrqFgrcuragborzberpnershy
1,Furjnffragnerivrjpbclbsgurobbxolgurchoyvfure
1,VnfxrqjungWbuaxv˙rq
1,VgvfboivbhfgungWbuavfnsbby
1,Fgrirgb˙rqguronyygbNaan
0,"Wbuaqevaxfpbssrrng11,naqZnel,grnng10:30"
1,Tvytnzrfuneevirq
1,Jungqvqlbhfnl(gung)gurcbrgunqjevggra?
1,"Vsguerreryngvirfbszvarqvr,Vjvyyvaurevgnubhfr"
1,Vsrnegvtref
1,"Vtb,eha,fjvz,whzc,syl,penjy,qnapr,jnyx"
1,Vnfxrqsbeuvzgbrnggurnfcnenthf
0,Pnebypneirqgurgerrbaguroenapu
1,Ebapregnvayljvyyohlnqbt
1,"Wbuauhzzrq,naqZnelfnat,ngrdhnyibyhzrf"
1,FgrircrygrqNaan
1,Ebelunfrngragurzhssvaf
1,Sbezrgbpbapragengrbapnyphyhfvfqvssvphyg
1,Rirelobqljubnggraqrqynfgjrrx'fuhtrenyylfvtarqgurcrgvgvba
1,Ubjvffbzrbargbpunggbntveyvsfurqbrfabgtbbhg?
0,Vqvfyvxruvfgvpxyvatzlfrys
1,Gurubefrtnyybcrq
0,Fhfnaobhtugureoveguqnlfbzrsybjref
0,Urvfybbxrqtrarenyylbanffrysvfu
0,"Gurxavsr,gungurguerjvagbgurfrnunqntbyqunaqyr"
1,"Jryvxrbhesevraqfnaqgurlyvxrgurvesevraqf,gbb"
0,Znelpbafvqrerquvfgbunirybirqure
1,OrawnzvafnvqurjbhyqtvirgurpybnxgbYrrnaqtvirgurpybnxgbYrr
0,Gurubefrohqtrq
1,"Enssvunfznqrcnfgn,naqQnivqunfgbb"
1,Wbrjnearqgurpyn˙gunggurrknzjbhyqorqvssvphyg
1,"Xrrclbhezbhgufuhggvtugre,gurzberWbuarngf,BX?"
0,Guvfgehpxfcernqsrjrefnyggunagungbar
0,Hfybirgurve
1,WnarvzntvarfOvyypynvzfWbuaoryvrirfZnelguvaxfGbzvfubarfg
1,FunaabafragQnanarznvy
0,GntnybtvffcrnxfvagurCuvyvccvarf
1,JubqvqlbhnggrzcggbsbeprWnfbagbxvyy?
1,Gurfnvybeqebjarq
1,Furnyjnlfjberchecyrqer˙rf
1,JungUraevjnagfvfgurobbxjuvpuvfbagurgbcfurys
1,Gurgvtreoyrqgbqrngu
1,Wbuaunforrapubfrasbegurcbfvgvba
1,Vunirarirechggurobbx
1,GurpnejnfqeviraolNyvfba
0,Ybenohggrerqhafnygrqohggrebagurgbnfg
1,FlagnksevtugrafXraal
1,Gurerneevirqnarjnpgbe
1,Njbznauvgntveyjubjnfcertanag
0,UrngurepnoyrqgurarjfngFnen
1,Vfpernzrqngfbzrpuvyqerajubjrerjngpuvatzr
1,Cnhyynhturq
1,Lbhzneevrqabbar
0,JunggurlfnjvfOvyyyrnir
0,Zrqrngevrquregbyrnir
1,Wbua'fzbgurefragnyrggregbZnel
1,Zneljvyycynlgurivbyvafbba
0,Grqpevrqgbfyrrc
0,10yojnfjrvturqolgurcnpxntr
1,Vjnfuhagvat
0,Gurobbxinyhrqng$200
0,Vznqrgbfrggyrgurznggrezlbowrpgvir
1,Gurl'eroryvrivatrirelguvatlbhfnl
0,GuvfungVxabjgurobljubjnfjrnevat
0,GurcrefbajubvapnzrnggungzbzragjnfNhagAbeevf
1,"V'zjbeelvat,zbergunaguvaxvat"
0,VchggurobbxsebzRqangbFnyyl
1,Nfuvcnccrnerqbagurubevmba
1,Gurlnerxvaqgbure
1,Urortnajevgvatcbrzf
1,VagurrneylzbeavatvfjuraVqbzlorfgerfrnepu
0,Gbzqravrqjuvpuobbxurunqorraernqvat
1,Nobluvgguronyy
1,NcynagbartbgvngrnaubabenoyrraqgbgurjnevaIvrganzjnftbggra
1,GurfperjjuvpuV'irtbggbgelnaqsvaqubyqfgurqbbegbgursenzr
0,Ebfrnppbzcnavrq
1,Vqba'gxabjgurcrbcyrcerfrag
1,Wbuafubgguronyycresrpgyl
1,"Znelpynvzrqgungrngvatpnoontr,Ubyyl'fabg"
1,"NaavftbvatgbfraqncvpghergburegrnpurebsPunveznaZnb,nffbba"
1,Ovyyoebxrgurongugho
1,Qba'gorfvyyl!
1,Gunggurjbeyqvfebhaqvfboivbhf
1,Zrngsryyvacevpr
1,Fcbgqvqabgcynljvguuvfzbhfr
1,Vyvsgrqgurobbxbagbgurgnoyr
0,NsevraqbszvarnaqntveyjubjnfsebzuvfubzrgbjazrgvaIvraanjub
1,"Lrf,furjvyy"
1,Furznlunirgunjrqgurebnfgnaqfubhyqunirgunjrqgurebnfg
0,FgrircrygrqnpbeafgbNaan
1,Vnqzverquvznfngrnpure
1,"Lbhpnaqbvg,ohglbhorggreabg"
1,NcebtenzzrnobhgRhevcvqrfvfbanEnqvb4gbavtug
0,Vgjnfxv˙rqure
0,Gubfrarjoevpxfpbafgehpgrqnubhfr
1,Gubfrzbaxrlfnerrngvatguronanan
1,"Gurunaqfbzr,gnyyznaxvpxrqguronyy"
1,AboblfjvyychgncvpgherbsOvyybalbheqrfxorsbergbzbeebj
1,Furqvqnjnljvguuresngure
1,NaarZhftenirunfwhfgfrraZeRyyvbggvaOnguFgerrg
1,Gurcerfvqrag'fobqlthneqyrnearqfheirvyynapr
1,Abenchfurqgurpunve
1,Wbuaybirfuvzfrys
1,Wbuajnfjbaqrevatjurguregbyrnir
1,WrnajnagfOevnagbyrnir
1,TvytnzrfufubhyqfrrxVfugne
0,Wraavrfzvyrqgurfnaqjvpu
0,Ur'fgurunccvrfggungV'irrirefrrauvzqehaxnaq
